ID,categories,sub_categories
2015_1_5585_1001,5,20
2015_1_5590_1001,1,8
2015_1_5591_1001,5,10
2015_1_5592_1001,2,11
2015_1_5594_1001,5,7
2015_1_5596_1001,5,8
2015_1_5600_1001,4,14
2015_1_5609_1001,2,15
2015_1_5614_1001,2,16
2015_1_5622_1001,5,4
2015_1_5624_1001,2,15
2015_1_5625_1001,2,10
2015_1_5632_1001,5,8
2015_1_5639_1001,3,10
2015_1_5642_1001,2,6
2015_1_5655_1001,2,20
2015_1_5658_1001,2,17
2015_1_5662_1001,5,14
2015_1_5666_1001,3,9
2015_1_5679_1001,5,15
2015_1_5680_1001,5,15
2015_1_5681_1001,2,15
2015_1_5684_1001,1,16
2015_1_5686_1001,4,15
2015_1_5690_1001,2,9
2015_1_5693_1001,5,13
2015_1_5698_1001,2,8
2015_1_5700_1001,2,15
2015_1_5705_1001,1,1
2015_1_5707_1001,4,20
2015_1_5709_1001,2,15
2015_1_5713_1001,4,20
2015_1_5715_1001,1,7
2015_1_5720_1001,2,20
2015_1_5722_1001,2,7
2015_1_5732_1001,4,7
2015_1_5733_1001,1,7
2015_1_5735_1001,5,20
2015_1_5739_1001,5,8
2015_1_5752_1001,4,11
2015_1_5753_1001,3,18
2015_1_5761_1001,5,20
2015_1_5762_1001,5,11
2015_1_5773_1001,2,15
2015_1_5776_1001,1,7
2015_1_5779_1001,5,7
2015_1_5781_1001,5,10
2015_1_5790_1001,1,7
2015_1_5794_1001,1,11
2015_1_5800_1001,1,8
2015_1_5803_1001,1,2
2015_1_5806_1001,5,4
2015_1_5817_1001,3,15
2015_1_5821_1001,4,7
2015_1_5825_1001,2,7
2015_1_5826_1001,1,20
2015_1_5830_1001,5,12
2015_1_5832_1001,1,17
2015_1_5839_1001,1,9
2015_1_5843_1001,1,9
2015_1_5849_1001,5,7
2015_1_5858_1001,5,7
2015_1_5863_1001,3,15
2015_1_5866_1001,4,10
2015_1_5868_1001,5,15
2015_1_5869_1001,1,7
2015_1_5872_1001,1,15
2015_1_5881_1001,1,19
2015_1_5896_1001,5,20
2015_1_5900_1001,2,19
2015_1_5901_1001,2,19
2015_1_5903_1001,4,20
2015_1_5904_1001,1,8
2015_1_5906_1001,3,12
2015_1_5909_1001,2,8
2015_1_5924_1001,5,19
2015_1_5925_1001,4,20
2015_1_5926_1001,1,14
2015_1_5927_1001,2,15
2015_1_5933_1001,1,20
2015_1_5934_1001,3,16
2015_1_5935_1001,5,17
2015_1_5936_1001,5,4
2015_1_5937_1001,3,15
2015_1_5946_1001,3,13
2015_1_5960_1001,2,17
2015_1_5965_1001,2,14
2015_1_5970_1001,2,9
2015_1_5975_1001,2,15
2015_1_5979_1001,4,13
2015_1_5982_1001,2,8
2015_1_5984_1001,5,20
2015_1_5987_1001,2,8
2015_1_5994_1001,2,15
2015_1_5995_1001,2,17
2015_1_5996_1001,2,9
2015_1_5997_1001,2,15
2015_1_6001_1001,3,16
2015_1_6004_1001,2,8
2015_1_6012_1001,5,5
2015_1_6013_1001,1,7
2015_1_6017_1001,1,10
2015_1_6022_1001,5,7
2015_1_6024_1001,2,8
2015_1_6028_1001,1,8
2015_1_6030_1001,5,15
2015_1_6034_1001,4,14
2015_1_6035_1001,2,4
2015_1_6038_1001,1,8
2015_1_6039_1001,5,8
2015_1_6042_1001,1,8
2015_1_6044_1001,2,17
2015_1_6050_1001,2,10
2015_1_6054_1001,5,7
2015_1_6058_1001,5,15
2015_1_6065_1001,2,8
2015_1_6067_1001,4,9
2015_1_6068_1001,2,4
2015_1_6073_1001,1,8
2015_1_6077_1001,2,17
2015_1_6078_1001,2,17
2015_1_6090_1001,2,15
2015_1_6092_1001,5,16
2015_1_6098_1001,2,8
2015_1_6100_1001,2,14
2015_1_6104_1001,1,11
2015_1_6106_1001,1,15
2015_1_6107_1001,5,9
2015_1_6112_1001,5,20
2015_1_6127_1001,2,20
2015_1_6133_1001,5,5
2015_1_6135_1001,2,11
2015_1_6142_1001,5,16
2015_1_6148_1001,1,8
2015_1_6152_1001,3,4
2015_1_6154_1001,2,20
2015_1_6157_1001,5,14
2015_1_6158_1001,5,6
2015_1_6159_1001,4,8
2015_1_6163_1001,5,8
2015_1_6166_1001,5,10
2015_1_6168_1001,5,14
2015_1_6170_1001,1,15
2015_1_6171_1001,5,15
2015_1_6178_1001,2,20
2015_1_6185_1001,5,8
2015_1_6187_1001,2,4
2015_1_6190_1001,2,9
2015_1_6192_1001,2,8
2015_1_6196_1001,1,7
2015_1_6197_1001,4,7
2015_1_6200_1001,2,20
2015_1_6207_1001,3,13
2015_1_6210_1001,5,2
2015_1_6216_1001,5,15
2015_1_6217_1001,3,8
2015_1_6218_1001,4,13
2015_1_6226_1001,4,8
2015_1_6230_1001,5,1
2015_1_6236_1001,5,14
2015_1_6237_1001,1,15
2015_1_6238_1001,5,17
2015_1_6250_1001,5,9
2015_1_6257_1001,5,8
2015_1_6265_1001,5,13
2015_1_6267_1001,5,4
2015_1_6270_1001,5,4
2015_1_6273_1001,4,8
2015_1_6277_1001,4,4
2015_1_6282_1001,5,15
2015_1_6287_1001,2,8
2015_1_6289_1001,3,15
2015_1_6292_1001,5,14
2015_1_6300_1001,5,9
2015_1_6311_1001,4,15
2015_1_6315_1001,2,15
2015_1_6318_1001,2,7
2015_1_6322_1001,4,4
2015_1_6323_1001,4,7
2015_1_6325_1001,1,15
2015_1_6330_1001,4,14
2015_1_6338_1001,1,11
2015_1_6339_1001,3,9
2015_1_6346_1001,2,14
2015_1_6351_1001,5,20
2015_1_6354_1001,5,11
2015_1_6360_1001,4,19
2015_1_6361_1001,1,20
2015_1_6363_1001,4,15
2015_6_5034_1001,4,17
2015_6_5035_1001,2,15
2015_6_5038_1001,5,8
2015_6_5041_1001,2,13
2015_6_5047_1001,5,13
2015_6_5048_1001,4,20
2015_6_5052_1001,2,8
2015_6_5062_1001,5,15
2015_6_5071_1001,4,15
2015_6_5073_1001,4,14
2015_6_5076_1001,1,15
2015_6_5077_1001,1,20
2015_6_5078_1001,2,13
2015_6_5081_1001,5,15
2015_6_5082_1001,1,17
2015_6_5085_1001,3,1
2015_6_5086_1001,4,20
2015_6_5089_1001,2,7
2015_6_5091_1001,4,7
2015_6_5093_1001,5,20
2015_6_5096_1001,5,14
2015_6_5097_1001,5,9
2015_6_5107_1001,4,8
2015_6_5111_1001,5,15
2015_6_5114_1001,2,18
2015_6_5120_1001,4,20
2015_6_5124_1001,4,15
2015_6_5126_1001,4,1
2015_6_5127_1001,5,4
2015_6_5132_1001,1,4
2015_6_5150_1001,2,15
2015_6_5161_1001,4,2
2015_6_5162_1001,2,20
2015_6_5168_1001,2,8
2015_6_5171_1001,5,17
2015_6_5172_1001,2,14
2015_6_5174_1001,1,19
2015_6_5177_1001,5,14
2015_6_5190_1001,5,11
2015_6_5205_1001,4,14
2015_6_5206_1001,5,17
2015_6_5210_1001,5,9
2015_6_5211_1001,4,14
2015_6_5212_1001,2,9
2015_6_5213_1001,4,11
2015_6_5216_1001,2,14
2015_6_5224_1001,2,7
2015_6_5230_1001,2,17
2015_6_5234_1001,2,11
2015_6_5237_1001,2,7
2015_6_5248_1001,4,7
2015_6_5254_1001,2,18
2015_6_5256_1001,2,7
2015_6_5260_1001,5,8
2015_6_5265_1001,1,9
2015_6_5269_1001,5,15
2015_6_5270_1001,3,15
2015_6_5274_1001,1,9
2015_6_5275_1001,5,11
2015_6_5277_1001,5,20
2015_6_5290_1001,4,20
2015_6_5297_1001,5,14
2015_6_5303_1001,5,8
2015_6_5304_1001,4,15
2015_6_5308_1001,5,7
2015_6_5312_1001,5,7
2015_6_5317_1001,2,8
2015_6_5319_1001,1,11
2015_6_5321_1001,1,15
2015_6_5325_1001,2,11
2015_6_5329_1001,5,14
2015_6_5337_1001,4,8
2015_6_5338_1001,2,7
2015_6_5343_1001,2,15
2015_6_5347_1001,5,16
2015_6_5348_1001,1,11
2015_6_5349_1001,5,10
2015_6_5354_1001,2,18
2015_1_6367_1001,1,20
2015_1_6369_1001,4,11
2015_1_6372_1001,4,17
2015_1_6374_1001,1,13
2015_1_6375_1001,1,5
2015_1_6376_1001,1,7
2015_1_6377_1001,3,14
2015_1_6378_1001,4,20
2015_1_6379_1001,4,6
2015_1_6383_1001,1,18
2015_1_6384_1001,2,15
2015_1_6390_1001,1,8
2015_1_6403_1001,1,17
2015_1_6404_1001,2,8
2015_1_6409_1001,1,17
2015_1_6411_1001,2,8
2015_1_6413_1001,5,19
2015_1_6415_1001,5,20
2015_1_6425_1001,5,7
2015_1_6432_1001,5,8
2015_1_6435_1001,2,15
2015_1_6441_1001,1,6
2015_1_6442_1001,1,15
2015_1_6446_1001,2,8
2015_1_6468_1001,1,20
2015_1_6471_1001,5,7
2015_1_6481_1001,5,18
2015_1_6483_1001,3,15
2015_1_6488_1001,5,20
2015_1_6489_1001,5,14
2015_1_6490_1001,1,4
2015_1_6494_1001,3,17
2015_1_6495_1001,4,20
2015_1_6504_1001,5,17
2015_1_6505_1001,4,8
2015_1_6510_1001,2,14
2015_1_6513_1001,2,15
2015_1_6515_1001,5,1
2015_1_6517_1001,5,15
2015_1_6518_1001,1,1
2015_1_6526_1001,2,15
2015_1_6531_1001,5,15
2015_1_6533_1001,5,15
2015_1_6534_1001,4,8
2015_1_6542_1001,5,14
2015_1_6543_1001,5,20
2015_1_6549_1001,5,1
2015_1_6553_1001,1,1
2015_1_6554_1001,1,7
2015_1_6558_1001,5,7
2015_1_6559_1001,2,15
2015_1_6569_1001,4,15
2015_1_6576_1001,1,7
2015_1_6580_1001,5,14
2015_1_6584_1001,5,20
2015_1_6607_1001,5,18
2015_1_6612_1001,2,7
2015_1_6618_1001,4,15
2015_1_6628_1001,4,20
2015_1_6629_1001,4,15
2015_1_6635_1001,1,15
2015_1_6641_1001,2,17
2015_1_6643_1001,1,20
2015_1_6647_1001,5,14
2015_1_6648_1001,5,15
2015_1_6651_1001,2,15
2015_1_6654_1001,2,16
2015_1_6655_1001,4,15
2015_1_6657_1001,3,15
2015_1_6660_1001,3,16
2015_1_6677_1001,4,4
2015_1_6680_1001,3,14
2015_1_6682_1001,5,11
2015_1_6688_1001,4,9
2015_1_6696_1001,1,8
2015_1_6702_1001,4,7
2015_1_6707_1001,2,20
2015_1_6713_1001,5,14
2015_1_6714_1001,5,5
2015_1_6715_1001,5,15
2015_1_6719_1001,1,18
2015_1_6723_1001,1,1
2015_1_6729_1001,1,17
2015_1_6732_1001,2,4
2015_1_6734_1001,4,20
2015_1_6739_1001,1,15
2015_1_6740_1001,1,10
2015_1_6750_1001,5,1
2015_1_6752_1001,1,8
2015_1_6759_1001,3,20
2015_1_6764_1001,3,9
2015_1_6767_1001,1,7
2015_1_6768_1001,1,5
2015_1_6774_1001,5,8
2015_1_6779_1001,3,17
2015_1_6786_1001,1,16
2015_1_6795_1001,4,11
2015_1_6806_1001,4,8
2015_1_6807_1001,2,16
2015_1_6809_1001,5,15
2015_1_6810_1001,5,8
2015_1_6817_1001,2,16
2015_1_6820_1001,5,14
2015_1_6829_1001,4,14
2015_1_6832_1001,1,20
2015_1_6839_1001,2,11
2015_1_6842_1001,2,9
2015_1_6846_1001,2,15
2015_1_6851_1001,5,15
2015_1_6852_1001,2,17
2015_1_6855_1001,5,16
2015_1_6856_1001,1,14
2015_1_6858_1001,1,14
2015_1_6861_1001,2,14
2015_1_6865_1001,2,7
2015_1_6868_1001,5,11
2015_1_6871_1001,5,8
2015_1_6875_1001,5,8
2015_1_6877_1001,5,8
2015_1_6878_1001,5,20
2015_1_6880_1001,3,5
2015_1_6885_1001,1,1
2015_1_6890_1001,2,1
2015_1_6891_1001,2,18
2015_1_6898_1001,5,8
2015_1_6899_1001,2,15
2015_1_6902_1001,4,4
2015_1_6903_1001,5,7
2015_1_6904_1001,2,11
2015_1_6906_1001,4,13
2015_1_6907_1001,5,16
2015_1_6909_1001,2,1
2015_1_6913_1001,1,20
2015_1_6924_1001,2,7
2015_1_6927_1001,5,17
2015_1_6930_1001,5,9
2015_1_6932_1001,2,15
2015_1_6944_1001,1,8
2015_1_6948_1001,1,14
2015_1_6949_1001,2,15
2015_1_6955_1001,2,15
2015_1_6958_1001,2,14
2015_1_6960_1001,1,14
2015_1_6968_1001,1,5
2015_1_6971_1001,3,14
2015_1_6972_1001,2,5
2015_1_6975_1001,4,15
2015_1_6976_1001,4,14
2015_1_6977_1001,2,13
2015_1_6979_1001,1,9
2015_1_6985_1001,5,9
2015_1_6989_1001,2,7
2015_1_6990_1001,2,17
2015_1_6991_1001,1,7
2015_1_7005_1001,2,7
2015_1_7012_1001,2,4
2015_1_7017_1001,5,17
2015_1_7020_1001,1,1
2015_1_7023_1001,3,4
2015_1_7025_1001,4,4
2015_1_7026_1001,3,16
2015_1_7028_1001,2,4
2015_1_7030_1001,3,16
2015_1_7035_1001,2,15
2015_1_7050_1001,1,1
2015_1_7052_1001,3,6
2015_1_7063_1001,1,19
2015_1_7064_1001,1,6
2015_1_7068_1001,4,7
2015_1_7069_1001,5,7
2015_1_7075_1001,1,8
2015_1_7076_1001,2,14
2015_1_7078_1001,5,15
2015_1_7081_1001,2,20
2015_1_7083_1001,2,8
2015_1_7094_1001,4,7
2015_1_7101_1001,5,6
2015_1_7113_1001,2,17
2015_1_7119_1001,2,11
2015_1_7124_1001,2,1
2015_1_7129_1001,2,9
2015_1_7131_1001,2,15
2015_1_7136_1001,1,9
2015_1_7138_1001,1,14
2015_1_7139_1001,2,14
2015_1_7140_1001,5,16
2015_1_7142_1001,2,1
2015_1_7152_1001,2,1
2015_1_7153_1001,1,15
2015_1_7156_1001,2,15
2015_1_7170_1001,2,17
2015_1_7176_1001,2,7
2015_1_7181_1001,4,15
2015_1_7184_1001,2,8
2015_1_7186_1001,3,13
2015_1_7193_1001,1,8
2015_1_7197_1001,2,7
2015_1_7200_1001,1,4
2015_1_7216_1001,5,15
2015_1_7217_1001,5,15
2015_1_7218_1001,5,14
2015_1_7219_1001,5,15
2015_1_7222_1001,1,16
2015_1_7225_1001,1,14
2015_1_7231_1001,5,15
2015_1_7233_1001,1,8
2015_1_7236_1001,2,15
2015_1_7241_1001,1,8
2015_1_7245_1001,5,17
2015_1_7255_1001,4,15
2015_1_7266_1001,2,7
2015_1_7270_1001,5,15
2015_1_7272_1001,4,9
2015_1_7273_1001,3,9
2015_1_7276_1001,5,2
2015_1_7278_1001,5,17
2015_1_7280_1001,2,20
2015_1_7281_1001,1,18
2015_1_7282_1001,1,15
2015_1_7287_1001,5,7
2015_1_7288_1001,2,14
2015_1_7298_1001,2,6
2015_1_7300_1001,2,15
2015_1_7304_1001,5,7
2015_1_7305_1001,4,13
2015_1_7309_1001,1,7
2015_1_7311_1001,2,15
2015_1_7313_1001,2,15
2015_1_7316_1001,2,9
2015_1_7320_1001,4,7
2015_1_7323_1001,5,15
2015_1_7325_1001,2,17
2015_1_7338_1001,1,15
2015_1_7339_1001,5,10
2015_1_7340_1001,4,8
2015_1_7344_1001,2,8
2015_1_7347_1001,2,20
2015_1_7350_1001,3,14
2015_1_7351_1001,5,14
2015_1_7358_1001,3,5
2015_1_7361_1001,5,9
2015_1_7363_1001,2,5
2015_1_7364_1001,4,8
2015_1_7375_1001,1,14
2015_1_7380_1001,1,2
2015_1_7381_1001,2,11
2015_1_7388_1001,2,7
2015_1_7392_1001,2,8
2015_1_7396_1001,3,15
2015_1_7397_1001,1,20
2015_1_7404_1001,2,14
2015_1_7406_1001,1,13
2015_1_7409_1001,5,20
2015_1_7421_1001,5,14
2015_1_7424_1001,5,20
2015_1_7431_1001,2,7
2015_1_7432_1001,3,1
2015_1_7442_1001,5,9
2015_1_7448_1001,2,13
2015_1_7450_1001,4,20
2015_1_7451_1001,2,15
2015_1_7456_1001,2,14
2015_1_7458_1001,5,15
2015_1_7462_1001,3,20
2015_1_7463_1001,5,20
2015_1_7469_1001,1,11
2015_1_7470_1001,5,18
2015_1_7474_1001,4,18
2015_1_7476_1001,1,15
2015_1_7477_1001,3,15
2015_1_7478_1001,1,14
2015_1_7479_1001,5,7
2015_1_7481_1001,1,20
2015_1_7482_1001,1,1
2015_1_7483_1001,5,8
2015_1_7490_1001,4,5
2015_1_7494_1001,1,9
2015_1_7495_1001,3,4
2015_1_7505_1001,4,14
2015_1_7506_1001,1,15
2015_1_7507_1001,4,1
2015_1_7508_1001,5,9
2015_1_7512_1001,5,7
2015_1_7515_1001,1,14
2015_1_7522_1001,5,16
2015_1_7525_1001,2,20
2015_1_7530_1001,1,20
2015_1_7534_1001,5,14
2015_1_7537_1001,2,14
2015_1_7541_1001,1,17
2015_1_7546_1001,5,20
2015_1_7560_1001,2,9
2015_1_7563_1001,3,1
2015_1_7569_1001,4,17
2015_1_7572_1001,5,19
2015_1_7575_1001,3,14
2015_1_7582_1001,1,15
2015_1_7584_1001,3,7
2015_1_7590_1001,1,11
2015_1_7603_1001,2,17
2015_1_7604_1001,2,5
2015_1_7607_1001,3,8
2015_1_7616_1001,1,8
2015_1_7618_1001,1,11
2015_1_7624_1001,2,8
2015_1_7630_1001,2,1
2015_1_7633_1001,5,13
2015_1_7637_1001,2,8
2015_1_7644_1001,5,1
2015_1_7660_1001,4,17
2015_1_7663_1001,2,8
2015_1_7665_1001,4,20
2015_1_7674_1001,1,15
2015_1_7675_1001,2,14
2015_1_7676_1001,5,1
2015_1_7678_1001,5,8
2015_1_7679_1001,1,19
2015_1_7683_1001,5,14
2015_1_7695_1001,1,4
2015_1_7696_1001,5,7
2015_1_7706_1001,2,15
2015_1_7714_1001,1,9
2015_1_7724_1001,2,9
2015_1_7729_1001,4,14
2015_1_7731_1001,2,15
2015_1_7733_1001,1,13
2015_1_7736_1001,5,8
2015_1_7742_1001,2,9
2015_1_7745_1001,3,17
2015_1_7746_1001,5,20
2015_1_7752_1001,1,4
2015_1_7753_1001,2,17
2015_1_7755_1001,5,20
2015_1_7757_1001,5,16
2015_1_7758_1001,1,19
2015_1_7760_1001,5,17
2015_1_7764_1001,5,15
2015_1_7768_1001,3,19
2015_1_7771_1001,4,18
2015_1_7774_1001,5,13
2015_1_7777_1001,5,4
2015_1_7778_1001,2,8
2015_1_7781_1001,3,20
2015_1_7786_1001,2,15
2015_1_7794_1001,3,16
2015_1_7802_1001,5,11
2015_1_7804_1001,4,20
2015_1_7810_1001,2,15
2015_1_7811_1001,3,17
2015_1_7813_1001,2,15
2015_1_7817_1001,2,20
2015_1_7827_1001,5,8
2015_1_7832_1001,2,13
2015_1_7838_1001,2,9
2015_1_7841_1001,3,14
2015_1_7847_1001,2,11
2015_1_7863_1001,3,6
2015_1_7865_1001,1,20
2015_1_7878_1001,5,4
2015_1_7880_1001,3,7
2015_1_7889_1001,2,7
2015_1_7896_1001,1,16
2015_1_7898_1001,3,2
2015_1_7908_1001,2,15
2015_1_7909_1001,2,11
2015_1_7912_1001,2,10
2015_1_7920_1001,5,20
2015_1_7923_1001,2,15
2015_1_7930_1001,2,7
2015_1_7933_1001,5,5
2015_1_7940_1001,3,10
2015_1_7941_1001,1,1
2015_1_7949_1001,4,1
2015_1_7960_1001,2,14
2015_1_7963_1001,1,8
2015_1_7965_1001,1,17
2015_1_7966_1001,1,14
2015_1_7970_1001,1,20
2015_1_7974_1001,4,17
2015_1_7976_1001,2,10
2015_1_7987_1001,1,20
2015_1_8005_1001,2,12
2015_1_8008_1001,1,5
2015_1_8009_1001,1,6
2015_1_8010_1001,4,15
2015_1_8014_1001,5,9
2015_1_8016_1001,4,19
2015_1_8021_1001,2,2
2015_1_8024_1001,4,15
2015_1_8027_1001,5,7
2015_1_8037_1001,5,11
2015_1_8039_1001,5,4
2015_1_8049_1001,2,15
2015_1_8053_1001,5,15
2015_1_8060_1001,2,15
2015_1_8063_1001,5,8
2015_1_8068_1001,4,14
2015_1_8072_1001,4,17
2015_1_8073_1001,1,9
2015_1_8081_1001,5,9
2015_1_8084_1001,5,20
2015_1_8093_1001,2,15
2015_1_8098_1001,5,17
2015_1_8099_1001,5,2
2015_1_8103_1001,5,7
2015_1_8106_1001,2,8
2015_1_8110_1001,1,8
2015_1_8112_1001,5,8
2015_1_8113_1001,1,17
2015_1_8115_1001,2,6
2015_1_8120_1001,4,7
2015_1_8126_1001,4,17
2015_1_8131_1001,3,9
2015_1_8134_1001,2,17
2015_1_8137_1001,1,9
2015_1_8139_1001,2,18
2015_1_8142_1001,2,11
2015_1_8146_1001,2,7
2015_1_8148_1001,2,13
2015_1_8150_1001,2,15
2015_1_8162_1001,1,20
2015_1_8169_1001,1,20
2015_1_8179_1001,5,18
2015_1_8180_1001,4,8
2015_1_8181_1001,3,20
2015_1_8189_1001,2,11
2015_1_8192_1001,1,18
2015_1_8193_1001,5,9
2015_1_8202_1001,4,13
2015_1_8204_1001,4,7
2015_1_8205_1001,3,7
2015_1_8208_1001,3,7
2015_1_8212_1001,2,14
2015_1_8215_1001,5,19
2015_1_8218_1001,1,8
2015_1_8219_1001,1,20
2015_1_8220_1001,2,9
2015_1_8221_1001,1,18
2015_1_8225_1001,2,15
2015_1_8231_1001,4,18
2015_1_8232_1001,4,20
2015_1_8239_1001,3,20
2015_1_8244_1001,5,10
2015_1_8246_1001,4,19
2015_1_8258_1001,5,14
2015_1_8266_1001,3,20
2015_1_8268_1001,2,8
2015_1_8269_1001,1,7
2015_1_8271_1001,5,17
2015_1_8272_1001,5,15
2015_1_8278_1001,4,2
2015_1_8283_1001,5,19
2015_1_8287_1001,5,14
2015_1_8297_1001,5,8
2015_1_8302_1001,5,9
2015_1_8304_1001,5,11
2015_1_8305_1001,3,1
2015_1_8321_1001,3,15
2015_1_8323_1001,3,15
2015_1_8336_1001,1,16
2015_1_8343_1001,4,14
2015_1_8345_1001,2,15
2015_1_8351_1001,5,14
2015_1_8352_1001,1,4
2015_1_8355_1001,5,19
2015_1_8364_1001,1,1
2015_1_8369_1001,2,20
2015_1_8372_1001,2,9
2015_1_8377_1001,5,20
2015_1_8381_1001,1,9
2015_1_8385_1001,2,8
2015_1_8387_1001,5,8
2015_1_8389_1001,2,5
2015_1_8393_1001,2,15
2015_1_8395_1001,2,6
2015_1_8396_1001,2,8
2015_1_8404_1001,5,5
2015_1_8405_1001,1,13
2015_1_8412_1001,2,11
2015_1_8417_1001,3,20
2015_1_8421_1001,5,8
2015_1_8430_1001,2,8
2015_1_8439_1001,2,10
2015_1_8441_1001,3,14
2015_1_8450_1001,2,11
2015_1_8454_1001,1,16
2015_1_8459_1001,1,8
2015_1_8460_1001,2,11
2015_1_8464_1001,1,14
2015_1_8466_1001,2,10
2015_1_8467_1001,2,15
2015_1_8471_1001,5,17
2015_1_8479_1001,3,19
2015_1_8483_1001,2,17
2015_1_8485_1001,4,6
2015_1_8486_1001,5,15
2015_1_8489_1001,4,7
2015_1_8494_1001,5,7
2015_1_8496_1001,5,20
2015_1_8500_1001,1,15
2015_1_8504_1001,2,4
2015_1_8505_1001,5,4
2015_1_8508_1001,2,14
2015_1_8511_1001,5,20
2015_1_8517_1001,4,11
2015_1_8518_1001,4,15
2015_1_8519_1001,1,19
2015_1_8523_1001,5,10
2015_1_8526_1001,4,18
2015_1_8530_1001,4,18
2015_1_8533_1001,1,14
2015_1_8534_1001,4,7
2015_1_8535_1001,1,15
2015_1_8538_1001,4,8
2015_1_8542_1001,2,14
2015_1_8543_1001,3,7
2015_1_8544_1001,2,1
2015_1_8547_1001,2,20
2015_1_8548_1001,1,8
2015_1_8559_1001,5,11
2015_1_8563_1001,5,7
2015_1_8566_1001,4,14
2015_1_8567_1001,5,6
2015_1_8572_1001,4,15
2015_1_8573_1001,5,10
2015_1_8574_1001,5,11
2015_1_8576_1001,2,15
2015_1_8579_1001,2,15
2015_1_8582_1001,1,11
2015_1_8588_1001,1,9
2015_1_8589_1001,5,8
2015_1_8590_1001,3,4
2015_1_8599_1001,2,14
2015_1_8605_1001,2,14
2015_1_8611_1001,2,9
2015_1_8620_1001,4,16
2015_1_8621_1001,5,17
2015_1_8625_1001,4,19
2015_1_8626_1001,1,14
2015_1_8629_1001,5,19
2015_1_8635_1001,2,20
2015_1_8639_1001,2,18
2015_1_8640_1001,2,9
2015_1_8642_1001,1,9
2015_1_8645_1001,1,12
2015_1_8646_1001,1,14
2015_1_8648_1001,2,14
2015_1_8651_1001,2,1
2015_1_8654_1001,5,5
2015_1_8660_1001,1,5
2015_1_8664_1001,5,11
2015_1_8671_1001,5,8
2015_1_8681_1001,3,15
2015_1_8682_1001,1,7
2015_1_8685_1001,1,16
2015_1_8686_1001,5,13
2015_1_8688_1001,2,19
2015_1_8690_1001,1,19
2015_1_8691_1001,5,15
2015_1_8692_1001,1,20
2015_1_8693_1001,5,1
2015_1_8696_1001,1,18
2015_1_8702_1001,2,7
2015_1_8709_1001,3,7
2015_1_8710_1001,2,8
2015_1_8720_1001,2,20
2015_1_8725_1001,1,4
2015_1_8730_1001,5,11
2015_1_8731_1001,2,16
2015_1_8740_1001,3,11
2015_1_8747_1001,1,17
2015_1_8749_1001,2,15
2015_1_8750_1001,5,17
2015_1_8752_1001,5,9
2015_1_8755_1001,3,17
2015_1_8756_1001,2,14
2015_1_8760_1001,1,15
2015_1_8766_1001,3,14
2015_1_8769_1001,3,20
2015_1_8772_1001,5,20
2015_1_8778_1001,3,1
2015_1_8780_1001,5,8
2015_1_8784_1001,2,14
2015_1_8785_1001,1,11
2015_1_8787_1001,1,15
2015_1_8790_1001,5,15
2015_1_8793_1001,1,13
2015_1_8794_1001,4,1
2015_1_8798_1001,5,4
2015_1_8806_1001,2,7
2015_1_8809_1001,1,8
2015_1_8812_1001,1,14
2015_1_8817_1001,1,14
2015_1_8818_1001,5,1
2015_1_8821_1001,4,8
2015_1_8827_1001,1,8
2015_1_8829_1001,2,17
2015_1_8830_1001,4,4
2015_1_8833_1001,3,17
2015_1_8838_1001,2,14
2015_1_8850_1001,5,7
2015_1_8852_1001,3,7
2015_1_8853_1001,2,7
2015_1_8858_1001,5,7
2015_1_8860_1001,3,15
2015_1_8863_1001,1,18
2015_1_8865_1001,4,10
2015_1_8866_1001,4,11
2015_1_8868_1001,3,14
2015_1_8876_1001,3,11
2015_1_8877_1001,3,18
2015_1_8879_1001,5,18
2015_1_8880_1001,2,13
2015_1_8885_1001,2,9
2015_1_8890_1001,1,15
2015_1_8891_1001,2,18
2015_1_8904_1001,2,20
2015_1_8918_1001,2,15
2015_1_8920_1001,5,20
2015_1_8926_1001,3,15
2015_1_8930_1001,5,16
2015_1_8933_1001,3,7
2015_1_8935_1001,1,11
2015_1_8936_1001,4,10
2015_1_8937_1001,2,6
2015_1_8943_1001,5,11
2015_1_8948_1001,2,19
2015_1_8952_1001,5,14
2015_1_8956_1001,2,16
2015_1_8969_1001,4,16
2015_1_8970_1001,5,15
2015_1_8974_1001,2,6
2015_1_8977_1001,2,4
2015_1_8991_1001,4,15
2015_1_8992_1001,2,14
2015_1_9012_1001,5,8
2015_1_9014_1001,5,19
2015_1_9024_1001,3,1
2015_1_9025_1001,1,15
2015_1_9029_1001,2,9
2015_1_9032_1001,2,7
2015_1_9042_1001,5,5
2015_1_9048_1001,4,15
2015_1_9050_1001,2,7
2015_1_9052_1001,2,19
2015_1_9056_1001,2,20
2015_1_9058_1001,4,14
2015_1_9062_1001,3,9
2015_1_9066_1001,2,7
2015_1_9068_1001,2,7
2015_1_9074_1001,1,1
2015_1_9076_1001,2,15
2015_1_9077_1001,2,19
2015_1_9081_1001,3,6
2015_1_9084_1001,5,11
2015_1_9085_1001,5,5
2015_1_9086_1001,3,20
2015_1_9087_1001,5,6
2015_1_9088_1001,3,7
2015_1_9100_1001,2,20
2015_1_9109_1001,1,15
2015_1_9111_1001,2,9
2015_1_9115_1001,3,18
2015_6_5370_1001,4,19
2015_6_5371_1001,4,15
